packet_id	packet_time	src	dst	proto	length	info
1	2020-03-23 13:01:53	192.168.1.8	183.57.48.55	Http	66	Ether / IP / TCP 192.168.1.8:12396 > 183.57.48.55:http S
2	2020-03-23 13:01:53	183.57.48.55	192.168.1.8	Http	66	Ether / IP / TCP 183.57.48.55:http > 192.168.1.8:12396 SA
3	2020-03-23 13:01:53	192.168.1.8	183.57.48.55	Http	54	Ether / IP / TCP 192.168.1.8:12396 > 183.57.48.55:http A
4	2020-03-23 13:01:54	fe80::1	fe80::bd54:c78a:25f1:695	ICMPv6	86	Ether / IPv6 / ICMPv6ND_NS / ICMPv6 Neighbor Discovery Option - Source Link-Layer Address 9c:d2:4b:38:91:c1
5	2020-03-23 13:01:54	fe80::bd54:c78a:25f1:695	fe80::1	ICMPv6	86	Ether / IPv6 / ICMPv6ND_NA / ICMPv6 Neighbor Discovery Option - Destination Link-Layer Address b4:6b:fc:17:92:60
6	2020-03-23 13:01:54	fe80::bd54:c78a:25f1:695	fe80::1	DNS	102	Ether / IPv6 / UDP / DNS Qry "b'analytics.yinxiang.com.'" 
7	2020-03-23 13:01:54	fe80::1	fe80::bd54:c78a:25f1:695	DNS	175	Ether / IPv6 / UDP / DNS Ans 
8	2020-03-23 13:01:54	192.168.1.8	154.8.190.35	Https	66	Ether / IP / TCP 192.168.1.8:12397 > 154.8.190.35:https S
9	2020-03-23 13:01:54	154.8.190.35	192.168.1.8	Https	66	Ether / IP / TCP 154.8.190.35:https > 192.168.1.8:12397 SA
10	2020-03-23 13:01:54	192.168.1.8	154.8.190.35	Https	54	Ether / IP / TCP 192.168.1.8:12397 > 154.8.190.35:https A
11	2020-03-23 13:01:54	192.168.1.8	154.8.190.35	Https	237	Ether / IP / TCP 192.168.1.8:12397 > 154.8.190.35:https PA / Raw
12	2020-03-23 13:01:54	154.8.190.35	192.168.1.8	Https	54	Ether / IP / TCP 154.8.190.35:https > 192.168.1.8:12397 A
13	2020-03-23 13:01:54	154.8.190.35	192.168.1.8	Https	1486	Ether / IP / TCP 154.8.190.35:https > 192.168.1.8:12397 A / Raw
14	2020-03-23 13:01:54	154.8.190.35	192.168.1.8	Https	1486	Ether / IP / TCP 154.8.190.35:https > 192.168.1.8:12397 A / Raw
15	2020-03-23 13:01:54	154.8.190.35	192.168.1.8	Https	744	Ether / IP / TCP 154.8.190.35:https > 192.168.1.8:12397 PA / Raw
16	2020-03-23 13:01:54	192.168.1.8	154.8.190.35	Https	54	Ether / IP / TCP 192.168.1.8:12397 > 154.8.190.35:https A
17	2020-03-23 13:01:54	192.168.1.8	154.8.190.35	Https	180	Ether / IP / TCP 192.168.1.8:12397 > 154.8.190.35:https PA / Raw
18	2020-03-23 13:01:54	154.8.190.35	192.168.1.8	Https	328	Ether / IP / TCP 154.8.190.35:https > 192.168.1.8:12397 PA / Raw
19	2020-03-23 13:01:54	192.168.1.8	154.8.190.35	Https	1475	Ether / IP / TCP 192.168.1.8:12397 > 154.8.190.35:https PA / Raw
20	2020-03-23 13:01:54	154.8.190.35	192.168.1.8	Https	352	Ether / IP / TCP 154.8.190.35:https > 192.168.1.8:12397 PA / Raw
21	2020-03-23 13:01:54	154.8.190.35	192.168.1.8	Https	88	Ether / IP / TCP 154.8.190.35:https > 192.168.1.8:12397 PA / Raw
22	2020-03-23 13:01:54	192.168.1.8	154.8.190.35	Https	54	Ether / IP / TCP 192.168.1.8:12397 > 154.8.190.35:https A
23	2020-03-23 13:01:54	192.168.1.8	154.8.190.35	Https	54	Ether / IP / TCP 192.168.1.8:12397 > 154.8.190.35:https FA
24	2020-03-23 13:01:54	154.8.190.35	192.168.1.8	Https	54	Ether / IP / TCP 154.8.190.35:https > 192.168.1.8:12397 FA
25	2020-03-23 13:01:54	192.168.1.8	154.8.190.35	Https	54	Ether / IP / TCP 192.168.1.8:12397 > 154.8.190.35:https A
26	2020-03-23 13:01:54	192.168.1.8	183.57.48.55	Http	457	Ether / IP / TCP / HTTP / 'POST' '/q.cgi' 'HTTP/1.1' / Raw
27	2020-03-23 13:01:54	183.57.48.55	192.168.1.8	Http	54	Ether / IP / TCP 183.57.48.55:http > 192.168.1.8:12396 A
28	2020-03-23 13:01:54	183.57.48.55	192.168.1.8	Http	360	Ether / IP / TCP / HTTP / 'HTTP/1.1' '200' 'OK' / Raw
29	2020-03-23 13:01:54	192.168.1.8	183.57.48.55	Http	54	Ether / IP / TCP 192.168.1.8:12396 > 183.57.48.55:http FA
30	2020-03-23 13:01:54	183.57.48.55	192.168.1.8	Http	54	Ether / IP / TCP 183.57.48.55:http > 192.168.1.8:12396 FA
31	2020-03-23 13:01:54	192.168.1.8	183.57.48.55	Http	54	Ether / IP / TCP 192.168.1.8:12396 > 183.57.48.55:http A
32	2020-03-23 13:01:55	192.168.1.8	10.10.20.110	UDP	83	Ether / IP / UDP 192.168.1.8:59684 > 10.10.20.110:snmp / SNMP
33	2020-03-23 13:01:55	192.168.1.8	14.215.177.39	Https	54	Ether / IP / TCP 192.168.1.8:12390 > 14.215.177.39:https FA
34	2020-03-23 13:01:56	192.168.1.8	10.10.20.110	UDP	83	Ether / IP / UDP 192.168.1.8:59684 > 10.10.20.110:snmp / SNMP
35	2020-03-23 13:01:56	fe80::bd54:c78a:25f1:695	fe80::1	DNS	102	Ether / IPv6 / UDP / DNS Qry "b'analytics.yinxiang.com.'" 
36	2020-03-23 13:01:56	fe80::1	fe80::bd54:c78a:25f1:695	DNS	175	Ether / IPv6 / UDP / DNS Ans 
37	2020-03-23 13:01:56	192.168.1.8	154.8.190.35	Https	66	Ether / IP / TCP 192.168.1.8:12398 > 154.8.190.35:https S
38	2020-03-23 13:01:56	154.8.190.35	192.168.1.8	Https	66	Ether / IP / TCP 154.8.190.35:https > 192.168.1.8:12398 SA
39	2020-03-23 13:01:56	192.168.1.8	154.8.190.35	Https	54	Ether / IP / TCP 192.168.1.8:12398 > 154.8.190.35:https A
40	2020-03-23 13:01:56	192.168.1.8	154.8.190.35	Https	237	Ether / IP / TCP 192.168.1.8:12398 > 154.8.190.35:https PA / Raw
41	2020-03-23 13:01:56	154.8.190.35	192.168.1.8	Https	54	Ether / IP / TCP 154.8.190.35:https > 192.168.1.8:12398 A
42	2020-03-23 13:01:56	154.8.190.35	192.168.1.8	Https	1486	Ether / IP / TCP 154.8.190.35:https > 192.168.1.8:12398 A / Raw
43	2020-03-23 13:01:56	154.8.190.35	192.168.1.8	Https	1486	Ether / IP / TCP 154.8.190.35:https > 192.168.1.8:12398 A / Raw
44	2020-03-23 13:01:56	192.168.1.8	154.8.190.35	Https	54	Ether / IP / TCP 192.168.1.8:12398 > 154.8.190.35:https A
45	2020-03-23 13:01:56	154.8.190.35	192.168.1.8	Https	744	Ether / IP / TCP 154.8.190.35:https > 192.168.1.8:12398 PA / Raw
46	2020-03-23 13:01:56	192.168.1.8	154.8.190.35	Https	180	Ether / IP / TCP 192.168.1.8:12398 > 154.8.190.35:https PA / Raw
47	2020-03-23 13:01:56	192.168.1.8	183.57.48.55	Http	66	Ether / IP / TCP 192.168.1.8:12399 > 183.57.48.55:http S
48	2020-03-23 13:01:56	192.168.1.8	183.57.48.55	Http	66	Ether / IP / TCP 192.168.1.8:12400 > 183.57.48.55:http S
49	2020-03-23 13:01:56	192.168.1.8	183.57.48.55	Http	66	Ether / IP / TCP 192.168.1.8:12401 > 183.57.48.55:http S
50	2020-03-23 13:01:56	192.168.1.8	183.57.48.55	UDP	204	Ether / IP / UDP 192.168.1.8:54993 > 183.57.48.55:8000 / Raw
51	2020-03-23 13:01:56	192.168.1.8	183.57.48.55	Http	66	Ether / IP / TCP 192.168.1.8:12402 > 183.57.48.55:http S
52	2020-03-23 13:01:56	192.168.1.8	183.57.48.55	Http	66	Ether / IP / TCP 192.168.1.8:12403 > 183.57.48.55:http S
53	2020-03-23 13:01:56	192.168.1.8	154.8.190.35	Https	180	Ether / IP / TCP 192.168.1.8:12398 > 154.8.190.35:https PA / Raw
54	2020-03-23 13:01:57	192.168.1.8	183.57.48.55	Http	66	Ether / IP / TCP 192.168.1.8:12404 > 183.57.48.55:http S
55	2020-03-23 13:01:57	183.57.48.55	192.168.1.8	Http	66	Ether / IP / TCP 183.57.48.55:http > 192.168.1.8:12399 SA
56	2020-03-23 13:01:57	183.57.48.55	192.168.1.8	Http	66	Ether / IP / TCP 183.57.48.55:http > 192.168.1.8:12400 SA
57	2020-03-23 13:01:57	183.57.48.55	192.168.1.8	Http	66	Ether / IP / TCP 183.57.48.55:http > 192.168.1.8:12401 SA
58	2020-03-23 13:01:57	183.57.48.55	192.168.1.8	Http	66	Ether / IP / TCP 183.57.48.55:http > 192.168.1.8:12402 SA
59	2020-03-23 13:01:57	183.57.48.55	192.168.1.8	Http	66	Ether / IP / TCP 183.57.48.55:http > 192.168.1.8:12403 SA
60	2020-03-23 13:01:57	154.8.190.35	192.168.1.8	Https	328	Ether / IP / TCP 154.8.190.35:https > 192.168.1.8:12398 PA / Raw
61	2020-03-23 13:01:57	154.8.190.35	192.168.1.8	Https	66	Ether / IP / TCP 154.8.190.35:https > 192.168.1.8:12398 A
62	2020-03-23 13:01:57	183.57.48.55	192.168.1.8	Http	66	Ether / IP / TCP 183.57.48.55:http > 192.168.1.8:12404 SA
63	2020-03-23 13:01:57	192.168.1.8	183.57.48.55	Http	54	Ether / IP / TCP 192.168.1.8:12399 > 183.57.48.55:http A
64	2020-03-23 13:01:57	192.168.1.8	183.57.48.55	Http	54	Ether / IP / TCP 192.168.1.8:12400 > 183.57.48.55:http A
65	2020-03-23 13:01:57	192.168.1.8	183.57.48.55	Http	54	Ether / IP / TCP 192.168.1.8:12401 > 183.57.48.55:http A
66	2020-03-23 13:01:57	192.168.1.8	183.57.48.55	Http	54	Ether / IP / TCP 192.168.1.8:12402 > 183.57.48.55:http A
67	2020-03-23 13:01:57	192.168.1.8	183.57.48.55	Http	54	Ether / IP / TCP 192.168.1.8:12403 > 183.57.48.55:http A
68	2020-03-23 13:01:57	192.168.1.8	183.57.48.55	Http	54	Ether / IP / TCP 192.168.1.8:12404 > 183.57.48.55:http A
69	2020-03-23 13:01:57	192.168.1.8	154.8.190.35	Https	1494	Ether / IP / TCP 192.168.1.8:12398 > 154.8.190.35:https A / Raw
70	2020-03-23 13:01:57	192.168.1.8	154.8.190.35	Https	198	Ether / IP / TCP 192.168.1.8:12398 > 154.8.190.35:https PA / Raw
71	2020-03-23 13:01:57	154.8.190.35	192.168.1.8	Https	54	Ether / IP / TCP 154.8.190.35:https > 192.168.1.8:12398 A
72	2020-03-23 13:01:57	154.8.190.35	192.168.1.8	Https	54	Ether / IP / TCP 154.8.190.35:https > 192.168.1.8:12398 A
73	2020-03-23 13:01:57	192.168.1.8	183.57.48.55	Http	66	Ether / IP / TCP 192.168.1.8:12405 > 183.57.48.55:http S
74	2020-03-23 13:01:57	183.57.48.55	192.168.1.8	Http	66	Ether / IP / TCP 183.57.48.55:http > 192.168.1.8:12405 SA
75	2020-03-23 13:01:57	192.168.1.8	183.57.48.55	Http	54	Ether / IP / TCP 192.168.1.8:12405 > 183.57.48.55:http A
76	2020-03-23 13:01:57	192.168.1.8	183.57.48.55	Http	409	Ether / IP / TCP / HTTP / 'POST' '/q.cgi' 'HTTP/1.1' / Raw
77	2020-03-23 13:01:57	183.57.48.55	192.168.1.8	Http	54	Ether / IP / TCP 183.57.48.55:http > 192.168.1.8:12405 A
78	2020-03-23 13:01:57	183.57.48.55	192.168.1.8	Http	360	Ether / IP / TCP / HTTP / 'HTTP/1.1' '200' 'OK' / Raw
79	2020-03-23 13:01:57	192.168.1.8	183.57.48.55	Http	54	Ether / IP / TCP 192.168.1.8:12405 > 183.57.48.55:http FA
80	2020-03-23 13:01:57	183.57.48.55	192.168.1.8	Http	54	Ether / IP / TCP 183.57.48.55:http > 192.168.1.8:12405 FA
81	2020-03-23 13:01:57	192.168.1.8	183.57.48.55	Http	54	Ether / IP / TCP 192.168.1.8:12405 > 183.57.48.55:http A
82	2020-03-23 13:01:57	192.168.1.8	183.57.48.55	Http	409	Ether / IP / TCP / HTTP / 'POST' '/q.cgi' 'HTTP/1.1' / Raw
83	2020-03-23 13:01:57	192.168.1.8	183.57.48.55	Http	457	Ether / IP / TCP / HTTP / 'POST' '/q.cgi' 'HTTP/1.1' / Raw
84	2020-03-23 13:01:57	192.168.1.8	183.57.48.55	Http	409	Ether / IP / TCP / HTTP / 'POST' '/q.cgi' 'HTTP/1.1' / Raw
85	2020-03-23 13:01:57	192.168.1.8	183.57.48.55	Http	409	Ether / IP / TCP / HTTP / 'POST' '/q.cgi' 'HTTP/1.1' / Raw
86	2020-03-23 13:01:57	192.168.1.8	183.57.48.55	Http	433	Ether / IP / TCP / HTTP / 'POST' '/q.cgi' 'HTTP/1.1' / Raw
87	2020-03-23 13:01:57	192.168.1.8	183.57.48.55	Http	409	Ether / IP / TCP / HTTP / 'POST' '/q.cgi' 'HTTP/1.1' / Raw
88	2020-03-23 13:01:57	183.57.48.55	192.168.1.8	Http	54	Ether / IP / TCP 183.57.48.55:http > 192.168.1.8:12404 A
89	2020-03-23 13:01:57	183.57.48.55	192.168.1.8	Http	54	Ether / IP / TCP 183.57.48.55:http > 192.168.1.8:12399 A
90	2020-03-23 13:01:57	183.57.48.55	192.168.1.8	Http	54	Ether / IP / TCP 183.57.48.55:http > 192.168.1.8:12402 A
91	2020-03-23 13:01:57	183.57.48.55	192.168.1.8	Http	384	Ether / IP / TCP / HTTP / 'HTTP/1.1' '200' 'OK' / Raw
92	2020-03-23 13:01:57	183.57.48.55	192.168.1.8	Http	54	Ether / IP / TCP 183.57.48.55:http > 192.168.1.8:12400 A
93	2020-03-23 13:01:57	183.57.48.55	192.168.1.8	Http	54	Ether / IP / TCP 183.57.48.55:http > 192.168.1.8:12401 A
94	2020-03-23 13:01:57	183.57.48.55	192.168.1.8	Http	264	Ether / IP / TCP / HTTP / 'HTTP/1.1' '200' 'OK' / Raw
95	2020-03-23 13:01:57	183.57.48.55	192.168.1.8	Http	264	Ether / IP / TCP / HTTP / 'HTTP/1.1' '200' 'OK' / Raw
96	2020-03-23 13:01:57	183.57.48.55	192.168.1.8	Http	54	Ether / IP / TCP 183.57.48.55:http > 192.168.1.8:12403 A
97	2020-03-23 13:01:57	192.168.1.8	183.57.48.55	Http	54	Ether / IP / TCP 192.168.1.8:12399 > 183.57.48.55:http FA
98	2020-03-23 13:01:57	192.168.1.8	183.57.48.55	Http	66	Ether / IP / TCP 192.168.1.8:12406 > 183.57.48.55:http S
99	2020-03-23 13:01:57	192.168.1.8	183.57.48.55	Http	66	Ether / IP / TCP 192.168.1.8:12407 > 183.57.48.55:http S
100	2020-03-23 13:01:57	183.57.48.55	192.168.1.8	Http	264	Ether / IP / TCP / HTTP / 'HTTP/1.1' '200' 'OK' / Raw
101	2020-03-23 13:01:57	192.168.1.8	183.57.48.55	Http	54	Ether / IP / TCP 192.168.1.8:12401 > 183.57.48.55:http FA
102	2020-03-23 13:01:57	192.168.1.8	183.57.48.55	Http	54	Ether / IP / TCP 192.168.1.8:12402 > 183.57.48.55:http FA
103	2020-03-23 13:01:57	192.168.1.8	183.57.48.55	UDP	244	Ether / IP / UDP 192.168.1.8:54993 > 183.57.48.55:8000 / Raw
104	2020-03-23 13:01:57	183.57.48.55	192.168.1.8	Http	264	Ether / IP / TCP / HTTP / 'HTTP/1.1' '200' 'OK' / Raw
105	2020-03-23 13:01:57	192.168.1.8	183.57.48.55	Http	54	Ether / IP / TCP 192.168.1.8:12403 > 183.57.48.55:http FA
106	2020-03-23 13:01:57	192.168.1.8	183.57.48.55	Http	54	Ether / IP / TCP 192.168.1.8:12400 > 183.57.48.55:http FA
107	2020-03-23 13:01:57	183.57.48.55	192.168.1.8	Http	264	Ether / IP / TCP / HTTP / 'HTTP/1.1' '200' 'OK' / Raw
108	2020-03-23 13:01:57	192.168.1.8	183.57.48.55	Http	66	Ether / IP / TCP 192.168.1.8:12408 > 183.57.48.55:http S
109	2020-03-23 13:01:57	192.168.1.8	183.57.48.55	Http	54	Ether / IP / TCP 192.168.1.8:12404 > 183.57.48.55:http FA
110	2020-03-23 13:01:57	192.168.1.8	172.217.160.110	Https	66	Ether / IP / TCP 192.168.1.8:12310 > 172.217.160.110:https S
111	2020-03-23 13:01:57	192.168.1.8	183.57.48.55	Http	66	Ether / IP / TCP 192.168.1.8:12409 > 183.57.48.55:http S
112	2020-03-23 13:01:58	192.168.1.8	183.57.48.55	Http	54	Ether / IP / TCP 192.168.1.8:12404 > 183.57.48.55:http FA
113	2020-03-23 13:01:58	192.168.1.8	172.217.160.110	Https	66	Ether / IP / TCP 192.168.1.8:12311 > 172.217.160.110:https S
114	2020-03-23 13:01:58	183.57.48.55	192.168.1.8	Http	54	Ether / IP / TCP 183.57.48.55:http > 192.168.1.8:12402 FA
115	2020-03-23 13:01:58	183.57.48.55	192.168.1.8	Http	54	Ether / IP / TCP 183.57.48.55:http > 192.168.1.8:12401 FA
116	2020-03-23 13:01:58	183.57.48.55	192.168.1.8	Http	66	Ether / IP / TCP 183.57.48.55:http > 192.168.1.8:12407 SA
117	2020-03-23 13:01:58	183.57.48.55	192.168.1.8	Http	54	Ether / IP / TCP 183.57.48.55:http > 192.168.1.8:12404 FA
118	2020-03-23 13:01:58	183.57.48.55	192.168.1.8	Http	54	Ether / IP / TCP 183.57.48.55:http > 192.168.1.8:12400 FA
119	2020-03-23 13:01:58	183.57.48.55	192.168.1.8	Http	54	Ether / IP / TCP 183.57.48.55:http > 192.168.1.8:12403 FA
120	2020-03-23 13:01:58	183.57.48.55	192.168.1.8	Http	66	Ether / IP / TCP 183.57.48.55:http > 192.168.1.8:12408 SA
121	2020-03-23 13:01:58	183.57.48.55	192.168.1.8	Http	66	Ether / IP / TCP 183.57.48.55:http > 192.168.1.8:12409 SA
122	2020-03-23 13:01:58	183.57.48.55	192.168.1.8	Http	54	Ether / IP / TCP 183.57.48.55:http > 192.168.1.8:12404 FA
123	2020-03-23 13:01:58	183.57.48.55	192.168.1.8	Http	66	Ether / IP / TCP 183.57.48.55:http > 192.168.1.8:12404 A
124	2020-03-23 13:01:58	192.168.1.8	183.57.48.55	Http	54	Ether / IP / TCP 192.168.1.8:12402 > 183.57.48.55:http A
125	2020-03-23 13:01:58	192.168.1.8	183.57.48.55	Http	54	Ether / IP / TCP 192.168.1.8:12401 > 183.57.48.55:http A
126	2020-03-23 13:01:58	192.168.1.8	183.57.48.55	Http	54	Ether / IP / TCP 192.168.1.8:12404 > 183.57.48.55:http A
127	2020-03-23 13:01:58	192.168.1.8	183.57.48.55	Http	54	Ether / IP / TCP 192.168.1.8:12400 > 183.57.48.55:http A
128	2020-03-23 13:01:58	192.168.1.8	183.57.48.55	Http	449	Ether / IP / TCP / HTTP / 'POST' '/q.cgi' 'HTTP/1.1' / Raw
129	2020-03-23 13:01:58	192.168.1.8	183.57.48.55	Http	54	Ether / IP / TCP 192.168.1.8:12403 > 183.57.48.55:http A
130	2020-03-23 13:01:58	192.168.1.8	183.57.48.55	Http	54	Ether / IP / TCP 192.168.1.8:12404 > 183.57.48.55:http A
131	2020-03-23 13:01:58	192.168.1.8	183.57.48.55	Http	54	Ether / IP / TCP 192.168.1.8:12408 > 183.57.48.55:http A
132	2020-03-23 13:01:58	192.168.1.8	183.57.48.55	Http	54	Ether / IP / TCP 192.168.1.8:12409 > 183.57.48.55:http A
133	2020-03-23 13:01:58	192.168.1.8	183.57.48.55	Http	449	Ether / IP / TCP / HTTP / 'POST' '/q.cgi' 'HTTP/1.1' / Raw
134	2020-03-23 13:01:58	192.168.1.8	183.57.48.55	Http	449	Ether / IP / TCP / HTTP / 'POST' '/q.cgi' 'HTTP/1.1' / Raw
135	2020-03-23 13:01:58	183.57.48.55	192.168.1.8	Http	54	Ether / IP / TCP 183.57.48.55:http > 192.168.1.8:12404 R
136	2020-03-23 13:01:58	183.57.48.55	192.168.1.8	Http	54	Ether / IP / TCP 183.57.48.55:http > 192.168.1.8:12409 A
137	2020-03-23 13:01:58	183.57.48.55	192.168.1.8	Http	54	Ether / IP / TCP 183.57.48.55:http > 192.168.1.8:12407 A
138	2020-03-23 13:01:58	183.57.48.55	192.168.1.8	Http	54	Ether / IP / TCP 183.57.48.55:http > 192.168.1.8:12408 A
139	2020-03-23 13:01:58	183.57.48.55	192.168.1.8	Http	376	Ether / IP / TCP / HTTP / 'HTTP/1.1' '200' 'OK' / Raw
140	2020-03-23 13:01:58	192.168.1.8	183.57.48.55	Http	54	Ether / IP / TCP 192.168.1.8:12407 > 183.57.48.55:http FA
141	2020-03-23 13:01:58	183.57.48.55	192.168.1.8	Http	560	Ether / IP / TCP / HTTP / 'HTTP/1.1' '200' 'OK' / Raw
142	2020-03-23 13:01:58	183.57.48.55	192.168.1.8	Http	376	Ether / IP / TCP / HTTP / 'HTTP/1.1' '200' 'OK' / Raw
143	2020-03-23 13:01:58	192.168.1.8	183.57.48.55	Http	54	Ether / IP / TCP 192.168.1.8:12409 > 183.57.48.55:http FA
144	2020-03-23 13:01:58	192.168.1.8	183.57.48.55	Http	54	Ether / IP / TCP 192.168.1.8:12408 > 183.57.48.55:http FA
145	2020-03-23 13:01:58	240e:d4:2efe:200:c1e4:29e:10f8:4eb	2404:6800:4008:803::200e	Https	86	Ether / IPv6 / TCP 240e:d4:2efe:200:c1e4:29e:10f8:4eb:12312 > 2404:6800:4008:803::200e:https S
146	2020-03-23 13:01:58	183.57.48.55	192.168.1.8	Http	54	Ether / IP / TCP 183.57.48.55:http > 192.168.1.8:12409 FA
